"ID","Category","Title","Ingredients","Method","Date"
"2655","antipasti stuzzichini","Crema di patate con petto d'anatra affumicata","patate-olio-burro-cipolla-brodo vegetale-petto anatra affumicata","Tagliare a fettine le patate. Rosolare in tegame con un goccio di olio ed una noce di burro la cipolla affettata poi unire le patate, quindi cuocere con un goccio di brodo vegetale o acqua. Frullare tutto con il minipimer ad immersione e farne una crema ne liquida ne densa. Servire questa crema in coppette con sopra i dadini di petto di anatra (o oca) affumicata. Volendo e potendo anche qualche scaglia di tartufo.","8/10/2012"
"2656","antipasti stuzzichini","Crema di patate con salmone e melanzana","x crema patate:olio-cipollotto-patate-brodo vegetale-melanzana-salmone affumicato-scorza limone-zucchero-uova di trota","Per fare la crema rosolare in tegame con l'olio il cipollotto tagliato e le patate a pezzetti poi unire il brodo, lasciare cuocere poi frullare ad immersione, poi tenere la crema in frigo. Tagliare la melanzana spellata a dadini passare nella farina i dadini e friggere in olio profondo. Tagliare a julienne finissima la pelle, passare nella farina e friggere in olio. Tenere tutto al caldo. Tagliare a dadini il salmone affumicato. Prima  preparare anche le scorzette di limone leggermente caramellate con acqua e poco zucchero. Al  momento di servire comporre il piatto, che dovr&#224; sembrare un quadro, meglio un piatto quadrato di vetro trasparente. Sul fondo fare uno strato di crema fredda poi qu&#224; e l&#224; i dadini di melanzana e sempre distanziati i dadini di salmone, e ben disposte le uova di trota, in modo decorativo, sopra per decorare i filamenti di buccia di melanzana fritti e le scorzette.","27/4/2007"
"2657","antipasti stuzzichini","Crema di patate e capesante","patate-aglio-scalogno-porro-prezzemolo-zenzero-erba cipollina- capesante- timo-finocchietto-funghi misti o chiodini-pepe-brodo vegetale","Per fare la crema di patate rosolare in tegame con l'olio, poco aglio, uno scalogno, un pezzetto di porro e le patate a pezzi, unire il brodo, abbondante prezzemolo, salare, pepare e cuocere, poi frullare tutto. Scaldare al momento di utilizzare. Pulire le capesante  e lasciare marinare per un'oretta in un trito di aglio, scalogno, zenzero, timo, finocchietto, prezzemolo e olio. Poi rosolare in  padella con poco olio da ambo le parti. Intanto rosolare con olio, aglio, scalogno e prezzemolo, poi trifolare i funghetti puliti e tagliati. Comporre il piatto in una fondina con sotto la crema di patate (che deve risultare un po' verdina), in mezzo i funghi trifolati ed intorno le capesante con l'erba cipollina tritata, un filo di olio e un trito di erbe della marinata, una grattata di pepe e qualche grano di fior di sale.","15/5/2010"
"2658","antipasti stuzzichini","Crema di pomodori e sformatino di ricotta","x crema:500 pomodori s. Marzano-200 patate-2 gambo di sedano-2 carote-1 cipolla bianca-scalogno-basilico-origano-olio-peperoncino.x sformatino:350 ricotta pecora-60 pomodori secchi-40 pinoli-40 pecorino fresco-aromi-sale-pepe-pane casereccio","Per fare la crema rosolare in un tegame con l'olio, la cipolla, le carote , il sedano, lo scalogno, le patate tutti a dadini piccoli con un pizzico di peperoncino ed il basilico; quando &#232; rosolato salare pepare, unire i pomodori a dadi, cuocere con 2 o 3 mestoli di acqua calda per 15 o 20 minuti. Lasciare raffreddare un po' prima di frullare bene unendo a crudo altro basilico. Passare il tutto al setaccio e conservare in frigorifero. Fare il trito di erbe aromatiche (basilico, timo, maggiorana. origano fresco) e mettere in un vasetto coperti con l'olio (si possono conservare anche qualche giorno). Poi in una ciotola sbattere la ricotta con 2 cucchiai di trito di aromi, del pecorino grattato e di pomodori secchi sott'olio tritati con i pinoli (senza mesolare troppo per non inquinare il colore) Mettere in pirottini unti di olio e cuocere in forno a 160&#176; x 8 o 10 minuti. Servire capovolto caldo sulla crema fredda di pomodori, decorare con scaglie di pecorino, una foglia di basilico e 2 fettine di pane casereccio tagliate ad ostia, tostate ed unte di olio extravergine, un filo di olio ed accompagnare il tutto con un buon bicchiere di Frascati bianco fresco.","20/4/2007"
"2659","antipasti stuzzichini","Crema di zucca e gamberi al lardo","zucca mantovana-gamberi--cipolla-olio-sale-pepe-brodo vegetale-lardo in fette-zenzero-prezzemolo riccio","Tagliare la zucca a grossi pezzi, avvolgere in carta stagnola e cuocere in forno x 20 - 30 minuti. Poi in una padella rosolare con l'olio la cipolla tritata, quindi la polpa di zucca staccata dalla scorza, salare e pepare. Insaporire poi frullare tutto con un goccio di brodo vegetale per renderla una crema morbida. Disporre la crema in una fondina e con sopra i gamberi o scampi, sgusciati, lavati e rosolati in padella o meglio grigliati al forno dopo averli avvolti in fettine sottili di lardo con dentro una grattatina di zenzero. Decorare con un ciuffetto di prezzemolo riccio.","9/4/2007"
"2660","antipasti stuzzichini","Crema fredda di peperoni e formaggio di capra","peperone giallo-pomodorini-basilico-formaggio di capra (o ricotta)-panna-sale-pepe-olio","Grigliare i peperoni e poi spellarli; frullare con poco basilico, sale, pepe e olio per renderli una crema (volendo anche pochissimo aglio). Tagliare a dadini piccolissimi i pomodorini condire con olio, sale, pepe e basilico e macerare x 20 minuti. Con il minipimer, sbattere bene il formaggio di capra (o della ricotta) con un po' di panna per renderla una crema.Tenere tutti gli elementi ben al freddo. Al momento di servire comporre il tutto in un bicchiere alto e trasparente: fare uno strato di formaggio, quindi delicatamente uno di crema di peperoni, ricoprire con la dadolata di pomodori, decorare con una foglia di basilico. Il tutto deve essere ben freddo.","10/10/2007"
"2661","antipasti stuzzichini","Cremino al Roquefort","250 gr.Roquefort-150 gr.panna-50 latte-2 tuorli-sale-pepe-farina mandorle-burro-farina bianca-noci","Sciogliere sul fuoco, a bagnomaria, il Roquefort con il latte e la panna, poi unire i tuorli, il sale (poco) ed il pepe. Versare nei pirottini imburrati e cuocere in forno a bagnomaria a 180&#176; x 12 minuti. Servire su una salsa fatta con farina di mandorle, farina bianca, burro e latte. Decorare con gherigli di noci.","21/4/2007"
"2662","antipasti stuzzichini","Crespelle al prosciutto crudo","2 uova-500 latte-200 farina-besciamelle-prosciutto crudo-emmental-grana-burro-prezzemolo-ricotta","Fare delle classiche crepes con il latte, le uova e la farina (facendo attenzione di lasciare l'impasto a riposo prima di cuocere le crepes). Intanto fare una besciamelle classica (tenendone da parte un pochino per guarnire le crepes) e al resto mescolare i  dadini di ricotta, di emmental, di prosciutto,  e di prezzemolo tritato. Con questo farcire le crepes, ripiegare, posare in una teglia imburrata, con sopra qualche cucchiaio di besciamelle e una spolverata di grana. Gratinare in forno per una decina di minuti. Decorare con prezzemolo tritato fresco. N.B. Una crespella &#232; un antipasto 2 o 3 possono anche essere un primo.","4/5/2008"
"2663","antipasti stuzzichini","Crespelle di asparagi e gamberetti","crespelle (400 latte-140 farina-2 uova)-asparagi verdi-asparagi bianchi o viola-gamberetti","Lessare gli asparagi bianchi e verdi. Pulire, lessare e sgusciare i gamberetti. Intanto fare delle classiche crepes con uova, farina e latte. Frullare gli asparagi, tenendo da parte le punte pi&#249; belle per decorare. Farcire le crespelle con la crema di asparagi il grana grattato ed i gamberetti. Richiudere e gratinare in forno per pochi minuti. Presentare con le punte di asparagi come guarnizione.","25/7/2009"
"2664","antipasti stuzzichini","Mini Crespelle di ceci con salmone affumicato (finger food)","500 latte-160 farina bianca-80 farina di ceci-2 uova -1 c. olio-sale-pepe-salmone affumicato-limone-panna acida-porro o erba cipollina","Fare una pastella piuttosto liquida mescolando in una ciotola le 2 farine, sale, pepe, olio, rompere le uova, sbattere con le fruste ed unire poco per volta il latte. Riposare per 1 h. poi in una padellina antiaderente, con un filo di olio, fare le crespelline una alla volta (si possono preparare anche il giorno prima). Marinare le fette di salmone affumicato con un goccio di limone spremuto, sale e pepe, e olio per 30 minuti. Dalle crespelline, ricavare dei cerchi perfetti di 8 o 10 cm. di diametro, spalmare con la panna acida, ricoprire con le fette di salmone ed un trito di cipolla bianca, arrotolare e legare con una stringa di porro o il verde del cipollotto o l'erba cipollina (scottati in acqua bollente). Al posto del salmone queste crespelle si possono anche farcire di 1) storione o pesce spada affumicati 2) burrata e noci 3) robiola e radicchio, 4) ricotta, scorza di limone, noce moscata e grana 5) pesto, etc. N.B. Invece di legarle, si possono anche presentare sovrapposte a strati alternati di farcia e crespelle (in questo caso dovranno essere pi&#249; piccole, pi&#249; o meno cm. 5 o 6 ), come una mille foglie. Decorare con qualche cece cotto, pomodorini confit e fili di erba cipollina.","28/1/2008"
"2665","antipasti stuzzichini","Crespelle classiche di funghi","x crespelle: 200 farina-2 uova-500 latte-sale-pepe-x farcia: 500 funghi ( porcini o champignons)-200 crescenza","In una ciotola sbattere le uova intere poi unire la farina, un pizzico di sale, quindi il latte poco per volta sempre sbattendo molto energicamente (oppure frullare tutto con un minipimer). Riposare 30 minuti, poi fare le crespelle, una alla volta, in tegamino antiaderente unto di volta in volta con poco burro (o cotenna di lardo). Intanto rosolare in padella con l'olio e uno spicchio di aglio, i funghi puliti e affettati. Lasciarli raffreddare poi mescolarli alla crescenza. Con questo  impasto farcire le crespelle e ripiegare in 4. Servire calde con sopra una fettina di porcino a crudo come decorazione. Meglio ancora sarebbe bene passarle al forno a gratinare, in una pirofila, con sopra una crema di latte/Taleggio e noce moscata.","7/5/2015"
"2666","antipasti stuzzichini","Crocchette  di formaggio su crema di borlotti","farina-crescenza-acqua minerale-sale-pepe-aromi fagioli borlotti-olio","Lessare i fagioli senza sale poi ripassare in padella con olio e un trito di aromi e verdure, poi frullare il tutto. Fare una pastella con farina autolievitante, acqua minerale fredda e  con la crescenza impastando bene. Con un cuccchiaino fare delle palline e friggere in olio profondo, servire calde sulla crema di fagioli.","8/11/2006"
"2667","antipasti stuzzichini","Crostata di carciofi e uova di quaglia","pasta bris&#233;e (250 farina-120 burro-1 bicchiere di latte-1 rosso- grana-sale) 4 carciofi-aglio-prezzemolo-1 uovo-pan pesto-grana-5 o 6 uova di quaglia","Fare (o comperare) la pasta bris&#233;e poi foderare uno stampo quadrato o una tortiera stendendo solo 3/4 di impasto (dal restante si  ricavano le strisce). Intanto avremo gi&#224; cotto alla romana i carciotfi ed i gambi, con olio, aglio, prezzemolo e brodo; raffreddare poi frullare tutto con un uovo, il pan pesto (ripassato in padella), l'olio ed il grana, salare e pepare. Versare questa farcia nella pasta bris&#233;e, e ricoprire di strisce di pasta, come per la crostata. Cuocere in forno caldo a 180&#176; x 20/25 minuti, poi togliere dal fuoco, fare degli incavi e aprire all'interno le uova di quaglia, rimettere in forno per altri 10 minuti.","3/11/2014"
"2668","antipasti stuzzichini","Crostata di cipolle rosse di Tropea","200 cipolle Tropea-100 besciamelle-100 provolone-1 uovo-x pasta bris&#233;e:100 farina-2 c. olio-1 uovo-1 rosso","Fare la pasta bris&#233;e impastando la farina con le uova, un pizzico di sale, e l'olio; fare una palla e lasciare riposare in frigo per 1 h. Poi stendere e foderare uno stampo, bucherellare e farcire. Intanto rosolare le cipolle affettate in padella con l'olio, salare e stufare. Preparare la besciamelle, poi unire un uovo sbattuto, e le cipolle stufate, amalgamare e versare nello stampo sulla pasta bris&#233;e. Cuocere in forno a 200&#176; x 50 minuti  ( a 10 minuti dalla fine della cottura spolverare con il provolone grattato). Servire a fette. N.B. Volendo si possono anche fare delle monoporzioni in piccoli stampini, anzicch&#232; uno grande, ma allora bisogna ridurre i tempi di cottura nel forno.","9/4/2007"
"2669","antipasti stuzzichini","Crostata salata di pere e pecorino","pasta sfoglia-3 pere Williams-200 caciotta (o pecorino)-2 uova 1 caprino (o ricotta)-1 bicchiere di panna-pistacchi-erba cipollina","Foderare una tortiera con la pasta sfoglia, bucherellare e cuocere in bianco nel forno a 200&#176; x 15 minuti. Intanto frullare nel mixer i formaggi con un goccio di panna e le uova. Stendere sulla pasta sfoglia, met&#224; di questa crema, poi disporre a raggera le fette di pera sbucciate, salare pochissimo e ricoprire con il resto della crema, cospargere di erba cipollina tritata e cuocere in forno a 200&#176; x per altri 15 0 20 minuti. Servire con una granella di pistacchi sopra e fette di prosciutto crudo.","9/4/2007"
"2670","antipasti stuzzichini","Crostino di verza e salame d'oca","pan carr&#233;-latte-uovo-verza-olio-salame d'oca-sale-pepe-grana-aglio","Spennellare da un lato solo le fette di pan carr&#233; con il latte, poi passarle in uovo sbattuto con 2 cucchiai di grana, sale e pepe nero, cuocere con un filo di olio da ambo le parti, devono risultare croccanti fuori e morbide dentro. Intanto rosolare, con uno spicchio di aglio vestito x 2 minuti, tenendola  croccante, la verza (solo la parte bianca) tagliata sottile . Affettare sottilmente il salame d'oca. Quindi comporre il crostino con la fetta di pane, la verza calda e sopra le fettine di salame. Servire caldi. Per una presentazione pi&#249; bella tagliare il pan carr&#233; con forme a tema.","27/2/2012"
"2671","antipasti stuzzichini","Crudo di salmone allo zenzero e soia","salmone crudo-soia-lime-olio-zenzero fresco-erba cipollina-cipollotti-aglio","In una ciotola schiacciare uno spicchio di aglio, grattare lo zenzero pelato e poi unire la salsa di soia ed il lime spremuto. Poi tagliare a listellini lo zenzero sbucciato e lasciarlo in acqua e ghiaccio per un po'. Tagliare a fettine piccole il salmone fresco senza pelle, i cipollotti a rondelle e l'erba cipollina; mettere tutto  in una ciotola con lo zenzero scolato e asciugato e condire con un filo di olio. Servire in piattini con qualche cucchiaino di salsa di soia e zenzero o in ciotolina a parte.","12/4/2007"
